"year","month","statefip","age","sex","race","college","earnweek","hrsworkt","hispanic","ind","hhid","personid","serial"
2022,6,10,27,"Female","White","No college degree",600,40,"Hispanic",4971,20210301153200,20210301153203,11564
2022,6,10,28,"Male","American Indian/Aleut/Eskimo","No college degree",576,24,"Hispanic",770,20220301158500,20220301158501,11586
2022,6,10,24,"Female","American Indian/Aleut/Eskimo","No college degree",432,36,"Hispanic",8660,20220301158500,20220301158502,11586
2022,6,10,27,"Female","White","No college degree",720,40,"Not Hispanic",6390,20210301156700,20210301156703,11599
2022,6,10,43,"Male","Black","No college degree",654,40,"Not Hispanic",1180,20220401164400,20220401164402,11601
2022,6,10,25,"Female","Black","No college degree",400,NA,"Not Hispanic",4470,20220401164400,20220401164404,11601
2022,6,10,34,"Male","Black","No college degree",650,40,"Not Hispanic",7770,20220401164400,20220401164405,11601
2022,6,10,27,"Male","White","No college degree",664,40,"Not Hispanic",4971,20210301157100,20210301157101,11603
2022,6,10,40,"Male","American Indian/Aleut/Eskimo","No college degree",680,45,"Hispanic",770,20210301157300,20210301157301,11606
2022,6,10,32,"Female","White","No college degree",680,32,"Not Hispanic",6890,20210301157700,20210301157701,11616
2022,6,10,30,"Male","White","No college degree",904,47,"Not Hispanic",4971,20210301157700,20210301157702,11616
2022,6,10,63,"Female","White","No college degree",1500,40,"Not Hispanic",8191,20220301162400,20220301162402,11648
2022,6,10,27,"Male","White","No college degree",1500,50,"Not Hispanic",8191,20220301162400,20220301162403,11648
2022,6,10,28,"Male","White","No college degree",1350,40,"Not Hispanic",3570,20220301162600,20220301162602,11649
2022,6,10,42,"Female","White","No college degree",1920,43,"Not Hispanic",7071,20210301160600,20210301160601,11656
2022,6,10,23,"Male","White","No college degree",832,40,"Not Hispanic",5580,20210301160600,20210301160602,11656
2022,6,10,59,"Female","White","No college degree",1000,40,"Not Hispanic",8191,20210301162100,20210301162101,11667
2022,6,10,53,"Female","White","College degree",1088,50,"Not Hispanic",4580,20210301162500,20210301162502,11671
2022,6,10,17,"Female","White","No college degree",276,25,"Not Hispanic",4980,20210301162500,20210301162503,11671
2022,6,10,48,"Female","White","College degree",750,20,"Not Hispanic",7970,20220301166300,20220301166301,11686
2022,6,10,48,"Male","White","College degree",1000,40,"Not Hispanic",8090,20220301166300,20220301166302,11686
2022,6,10,17,"Male","White","No college degree",220,24,"Not Hispanic",8680,20220301166300,20220301166304,11686
2022,6,10,35,"Female","Black","No college degree",454,30,"Not Hispanic",4971,20210301164600,20210301164601,11700
2022,6,10,54,"Male","White","No college degree",640,40,"Not Hispanic",3095,20220301168000,20220301168001,11708
2022,6,10,56,"Female","White","No college degree",1000,40,"Not Hispanic",8191,20220301168000,20220301168002,11708
2022,6,10,51,"Female","White","College degree",732,40,"Not Hispanic",9370,20210301166800,20210301166801,11723
2022,6,10,55,"Male","White","College degree",1058,45,"Not Hispanic",5070,20210301166800,20210301166802,11723
2022,6,10,37,"Male","Asian only","No college degree",600,48,"Not Hispanic",6870,20220301171300,20220301171302,11746
2022,6,10,24,"Male","Black","No college degree",300,15,"Not Hispanic",9160,20210301169100,20210301169101,11756
2022,6,10,61,"Male","Black","No college degree",350,35,"Not Hispanic",6190,20210301169100,20210301169103,11756
2022,6,10,60,"Female","White","No college degree",1500,40,"Not Hispanic",4971,20210301174000,20210301174001,11805
2022,6,10,33,"Male","White","No college degree",1174,40,"Not Hispanic",5593,20210301174000,20210301174003,11805
2022,6,10,30,"Male","White","No college degree",1380,70,"Hispanic",8680,20210301175000,20210301175001,11810
2022,6,10,50,"Female","White","No college degree",866,40,"Not Hispanic",7780,20220301178300,20220301178301,11811
2022,6,10,62,"Female","White","No college degree",1126,45,"Not Hispanic",6370,20210301176900,20210301176901,11827
2022,6,10,55,"Male","White","College degree",1200,48,"Not Hispanic",5070,20220301180200,20220301180201,11830
2022,6,10,40,"Female","White","No college degree",800,40,"Not Hispanic",7480,20220301181500,20220301181502,11841
2022,6,10,50,"Male","White-Black","No college degree",240,16,"Not Hispanic",770,20210301179100,20210301179101,11845
2022,6,10,34,"Female","White","College degree",2700,40,"Not Hispanic",7290,20210301180500,20210301180501,11854
2022,6,10,32,"Male","White","No college degree",770,40,"Not Hispanic",1370,20210301180500,20210301180502,11854
2022,6,10,55,"Male","Black","No college degree",900,20,"Not Hispanic",6690,20210301181800,20210301181801,11866
2022,6,10,55,"Female","Black","College degree",1920,40,"Not Hispanic",8090,20210301181800,20210301181802,11866
2022,6,10,64,"Male","White","College degree",232,10,"Not Hispanic",6170,20220301184400,20220301184401,11868
2022,6,10,54,"Female","White","College degree",924,40,"Not Hispanic",6170,20220301184400,20220301184402,11868
2022,6,10,57,"Male","White","College degree",1350,40,"Not Hispanic",7870,20220301185000,20220301185001,11876
2022,6,10,58,"Female","White","College degree",1098,NA,"Not Hispanic",7870,20220301185000,20220301185002,11876
2022,6,10,37,"Male","White","College degree",1540,57,"Not Hispanic",6970,20220301186100,20220301186101,11887
2022,6,10,55,"Male","White","College degree",1000,40,"Not Hispanic",6870,20220301186100,20220301186102,11887
2022,6,10,61,"Female","White","College degree",500,NA,"Not Hispanic",4890,20210301183700,20210301183701,11888
2022,6,10,58,"Female","White","No college degree",1194,32,"Not Hispanic",6870,20220301188900,20220301188901,11914
2022,6,10,59,"Male","White","No college degree",2080,48,"Not Hispanic",770,20220301188900,20220301188902,11914
2022,6,10,24,"Female","White","College degree",900,40,"Not Hispanic",770,20220301188900,20220301188903,11914
2022,6,10,26,"Male","White","No college degree",1860,48,"Not Hispanic",770,20220301188900,20220301188904,11914
2022,6,11,61,"Male","White","No college degree",808,40,"Hispanic",8660,20220301191500,20220301191501,11930
2022,6,11,71,"Female","White","No college degree",104,8,"Hispanic",7690,20220301191500,20220301191502,11930
2022,6,11,75,"Male","White","College degree",1000,20,"Not Hispanic",9590,20220301191700,20220301191701,11931
2022,6,11,29,"Male","White","College degree",1250,40,"Hispanic",6870,20220301192800,20220301192801,11933
2022,6,11,48,"Male","White","College degree",2260,40,"Not Hispanic",9170,20220301193300,20220301193301,11934
2022,6,11,41,"Female","White","College degree",2884.61,40,"Not Hispanic",9170,20220301193300,20220301193302,11934
2022,6,11,58,"Male","White","College degree",1830,50,"Not Hispanic",6970,20220301194500,20220301194501,11937
2022,6,11,56,"Male","White","College degree",1960,40,"Not Hispanic",9590,20220301194500,20220301194502,11937
2022,6,11,45,"Male","White-American Indian","No college degree",386,32,"Hispanic",770,20220301194900,20220301194902,11939
2022,6,11,44,"Female","Black","College degree",1960,40,"Not Hispanic",7860,20220301195500,20220301195502,11942
2022,6,11,27,"Male","White","College degree",2400,32,"Not Hispanic",7380,20220501191200,20220501191201,11943
2022,6,11,27,"Female","White","College degree",1000,40,"Not Hispanic",7270,20220501191200,20220501191202,11943
2022,6,11,28,"Male","Black","No college degree",1210,40,"Not Hispanic",8590,20220301198500,20220301198501,11950
2022,6,11,59,"Male","White","College degree",1960,39,"Not Hispanic",7780,20210301197800,20210301197801,11954
2022,6,11,61,"Female","White","College degree",2080,40,"Not Hispanic",8090,20210301197800,20210301197802,11954
2022,6,11,57,"Female","White","College degree",942,40,"Not Hispanic",6480,20210301197900,20210301197901,11955
2022,6,11,57,"Male","White","College degree",2884.61,40,"Not Hispanic",7390,20210301197900,20210301197902,11955
2022,6,11,23,"Male","White","No college degree",680,40,"Not Hispanic",7890,20210301197900,20210301197903,11955
2022,6,11,31,"Male","White","No college degree",770,40,"Not Hispanic",7380,20210301199600,20210301199601,11966
2022,6,11,32,"Female","White","College degree",1710,40,"Not Hispanic",9380,20210301200100,20210301200101,11970
2022,6,11,29,"Male","White-Asian-Hawaiian/Pacific Islander","College degree",1630,40,"Not Hispanic",9190,20210301200100,20210301200102,11970
2022,6,11,43,"Male","White","No college degree",1000,40,"Hispanic",770,20210301201900,20210301201901,11983
2022,6,11,28,"Female","White","College degree",2884.61,50,"Not Hispanic",7270,20220301209900,20220301209901,12102
2022,6,11,28,"Female","White","College degree",1290,32,"Not Hispanic",9170,20220301212000,20220301212001,12120
2022,6,11,28,"Male","White","College degree",1400,40,"Not Hispanic",9470,20220301212000,20220301212002,12120
2022,6,11,39,"Female","White","College degree",2220,40,"Not Hispanic",9480,20210301210900,20210301210901,12122
2022,6,11,54,"Male","White","College degree",2080,40,"Not Hispanic",7390,20220301214100,20220301214101,12141
2022,6,11,29,"Male","Black","College degree",1250,45,"Not Hispanic",7270,20210301213700,20210301213701,12145
2022,6,11,39,"Male","White","College degree",2884.61,40,"Not Hispanic",6380,20220301216900,20220301216901,12189
2022,6,11,37,"Female","White","College degree",2884.61,40,"Not Hispanic",7470,20220301216900,20220301216902,12189
2022,6,11,28,"Female","Black","College degree",2440,32,"Not Hispanic",7280,20220401222600,20220401222601,12190
2022,6,11,36,"Male","Black","College degree",2884.61,50,"Not Hispanic",7380,20220401222600,20220401222602,12190
2022,6,11,31,"Female","Black","College degree",1016,36,"Not Hispanic",7860,20220301217400,20220301217401,12196
2022,6,11,20,"Male","White","No college degree",194,40,"Not Hispanic",8680,20220301217900,20220301217905,12198
2022,6,11,44,"Male","Black","College degree",2760,57,"Not Hispanic",6695,20220301218500,20220301218501,12216
2022,6,11,41,"Female","White","College degree",2884.61,40,"Hispanic",4795,20220301218500,20220301218502,12216
2022,6,11,29,"Male","White","College degree",1120,40,"Not Hispanic",9170,20220301219300,20220301219301,12220
2022,6,11,30,"Female","White","College degree",1680,40,"Not Hispanic",6670,20220301219300,20220301219302,12220
2022,6,11,43,"Female","White","College degree",2220,40,"Not Hispanic",9170,20220301220300,20220301220301,12224
2022,6,11,42,"Male","White","College degree",2480,40,"Not Hispanic",9570,20220301220300,20220301220302,12224
2022,6,11,29,"Male","Black","College degree",2884.61,45,"Hispanic",7270,20220301221100,20220301221101,12225
2022,6,11,29,"Female","White","College degree",2884.61,37,"Not Hispanic",7270,20220301221100,20220301221102,12225
2022,6,11,57,"Male","White","College degree",578,2,"Not Hispanic",9170,20220301222600,20220301222601,12231
2022,6,11,56,"Female","White","College degree",1380,35,"Not Hispanic",9370,20220301222600,20220301222602,12231
2022,6,11,19,"Female","White","No college degree",116,25,"Not Hispanic",8563,20220301222600,20220301222603,12231
2022,6,11,32,"Male","White-Black","College degree",1500,60,"Not Hispanic",9470,20220301223000,20220301223001,12233
2022,6,11,30,"Female","Black","College degree",1350,24,"Not Hispanic",9470,20220301223100,20220301223101,12234
2022,6,11,30,"Female","White","College degree",2884.61,20,"Not Hispanic",7390,20220301223500,20220301223501,12236
2022,6,11,40,"Male","White","College degree",2700,40,"Not Hispanic",9590,20220301226100,20220301226101,12253
2022,6,11,38,"Female","Asian only","College degree",128,8,"Not Hispanic",7870,20220301226100,20220301226102,12253
2022,6,11,54,"Female","White","College degree",924,NA,"Not Hispanic",7460,20220301227200,20220301227202,12256
2022,6,11,32,"Male","White","College degree",1920,40,"Not Hispanic",9590,20220301228100,20220301228101,12261
2022,6,11,33,"Female","Asian only","College degree",1630,40,"Not Hispanic",9590,20220301228100,20220301228102,12261
2022,6,11,66,"Male","White","College degree",1000,40,"Hispanic",8370,20220301232900,20220301232901,12283
2022,6,11,24,"Male","Black","No college degree",450,40,"Not Hispanic",8680,20220301235300,20220301235301,12304
2022,6,11,45,"Female","White","College degree",1820,36,"Not Hispanic",9470,20220301235500,20220301235501,12305
2022,6,11,37,"Female","Black","College degree",2440,34,"Not Hispanic",9490,20210301235500,20210301235501,12312
2022,6,11,35,"Male","Black","College degree",1350,32,"Hispanic",6570,20220301237200,20220301237201,12318
2022,6,11,31,"Male","Black","College degree",2884.61,40,"Not Hispanic",7580,20220301237200,20220301237202,12318
2022,6,11,58,"Male","White","No college degree",1540,40,"Hispanic",4470,20210301237800,20210301237801,12335
2022,6,11,62,"Female","White","No college degree",376,20,"Hispanic",8290,20210301237800,20210301237802,12335
2022,6,11,31,"Female","White","College degree",760,40,"Hispanic",8680,20210301237800,20210301237803,12335
2022,6,11,33,"Female","White","No college degree",600,40,"Hispanic",8680,20210301237800,20210301237804,12335
2022,6,11,33,"Female","White","College degree",2884.61,40,"Not Hispanic",7380,20210301239600,20210301239601,12354
2022,6,11,31,"Female","Black","College degree",1620,40,"Not Hispanic",6690,20210301239700,20210301239701,12355
2022,6,11,30,"Female","White","College degree",2020,40,"Not Hispanic",9380,20210301240000,20210301240001,12360
2022,6,11,39,"Male","White","College degree",1350,38,"Not Hispanic",7460,20210301240000,20210301240002,12360
2022,6,11,41,"Female","White","College degree",2884.61,40,"Not Hispanic",9590,20210301240600,20210301240602,12363
2022,6,11,29,"Female","Asian only","College degree",1440,40,"Not Hispanic",8570,20220301242200,20220301242201,12380
2022,6,11,30,"Male","White","College degree",1250,40,"Not Hispanic",6470,20220301242200,20220301242202,12380
2022,6,11,45,"Female","Black","College degree",2884.61,40,"Not Hispanic",9570,20210601222800,20210601222801,12383
2022,6,11,54,"Female","Black","College degree",2884.61,40,"Not Hispanic",9170,20210601222800,20210601222802,12383
2022,6,11,51,"Female","White","College degree",2884.61,60,"Not Hispanic",6870,20210301242100,20210301242104,12386
2022,6,11,53,"Female","White","College degree",2884.61,60,"Not Hispanic",9380,20210301242100,20210301242105,12386
2022,6,11,20,"Female","Black","No college degree",220,30,"Not Hispanic",8680,20210301242600,20210301242609,12391
2022,6,11,46,"Male","White","College degree",2884.61,50,"Not Hispanic",570,20220301243900,20220301243901,12400
2022,6,11,44,"Female","White","College degree",2884.61,50,"Not Hispanic",9370,20220301243900,20220301243902,12400
2022,6,11,28,"Male","Asian only","College degree",2440,40,"Not Hispanic",6890,20210301245700,20210301245701,12425
2022,6,11,30,"Male","White","College degree",1194,50,"Not Hispanic",7270,20210301250600,20210301250601,12480
2022,6,11,69,"Female","Black","No college degree",666,35,"Not Hispanic",6180,20210301251200,20210301251202,12493
2022,6,11,68,"Female","Black","No college degree",1058,40,"Not Hispanic",6480,20210301251400,20210301251401,12495
2022,6,11,25,"Female","Black","College degree",840,40,"Not Hispanic",8290,20210301251400,20210301251402,12495
