country,Indicator.Name,year,healthexp
"Hong Kong SAR, China",Current health expenditure per capita (current US$),2007,NA
Honduras,Current health expenditure per capita (current US$),2007,130.7856445
Heavily indebted poor countries (HIPC),Current health expenditure per capita (current US$),2007,36.93870738
Croatia,Current health expenditure per capita (current US$),2007,1041.034424
Haiti,Current health expenditure per capita (current US$),2007,36.87393951
Hungary,Current health expenditure per capita (current US$),2007,1003.258179
IBRD only,Current health expenditure per capita (current US$),2007,163.886001
IDA & IBRD total,Current health expenditure per capita (current US$),2007,135.5150504
IDA total,Current health expenditure per capita (current US$),2007,37.29254459
IDA blend,Current health expenditure per capita (current US$),2007,48.58478469
Indonesia,Current health expenditure per capita (current US$),2007,58.03127289
IDA only,Current health expenditure per capita (current US$),2007,31.67559726
Isle of Man,Current health expenditure per capita (current US$),2007,NA
India,Current health expenditure per capita (current US$),2007,35.96347809
Not classified,Current health expenditure per capita (current US$),2007,NA
Ireland,Current health expenditure per capita (current US$),2007,4852.221191
"Iran, Islamic Rep.",Current health expenditure per capita (current US$),2007,245.9896545
Iraq,Current health expenditure per capita (current US$),2007,97.20552826
Iceland,Current health expenditure per capita (current US$),2007,6085.145996
Israel,Current health expenditure per capita (current US$),2007,1780.092896
Italy,Current health expenditure per capita (current US$),2007,3088.470215
Jamaica,Current health expenditure per capita (current US$),2007,236.3372955
Jordan,Current health expenditure per capita (current US$),2007,229.3342438
Japan,Current health expenditure per capita (current US$),2007,2772.455566
Kazakhstan,Current health expenditure per capita (current US$),2007,178.9144897
Kenya,Current health expenditure per capita (current US$),2007,50.32187271
Kyrgyz Republic,Current health expenditure per capita (current US$),2007,50.79242706
Cambodia,Current health expenditure per capita (current US$),2007,30.96545792
Kiribati,Current health expenditure per capita (current US$),2007,156.8310242
St. Kitts and Nevis,Current health expenditure per capita (current US$),2007,664.2041626
"Korea, Rep.",Current health expenditure per capita (current US$),2007,1230.198242
Kuwait,Current health expenditure per capita (current US$),2007,976.8039551
Latin America & Caribbean (excluding high income),Current health expenditure per capita (current US$),2007,465.4126107
Lao PDR,Current health expenditure per capita (current US$),2007,25.19355965
Lebanon,Current health expenditure per capita (current US$),2007,520.0504761
Liberia,Current health expenditure per capita (current US$),2007,36.2521286
Libya,Current health expenditure per capita (current US$),2007,275.6832886
St. Lucia,Current health expenditure per capita (current US$),2007,440.8278503
Latin America & Caribbean,Current health expenditure per capita (current US$),2007,472.7949356
Least developed countries: UN classification,Current health expenditure per capita (current US$),2007,28.49095642
Low income,Current health expenditure per capita (current US$),2007,33.23396103
Liechtenstein,Current health expenditure per capita (current US$),2007,NA
Sri Lanka,Current health expenditure per capita (current US$),2007,73.84449005
Lower middle income,Current health expenditure per capita (current US$),2007,48.00253522
Low & middle income,Current health expenditure per capita (current US$),2007,128.7626023
Lesotho,Current health expenditure per capita (current US$),2007,65.36341858
Late-demographic dividend,Current health expenditure per capita (current US$),2007,217.630738
Lithuania,Current health expenditure per capita (current US$),2007,704.2931519
Luxembourg,Current health expenditure per capita (current US$),2007,6662.445313
Latvia,Current health expenditure per capita (current US$),2007,807.0426025
"Macao SAR, China",Current health expenditure per capita (current US$),2007,NA
St. Martin (French part),Current health expenditure per capita (current US$),2007,NA
Morocco,Current health expenditure per capita (current US$),2007,137.2692566
Monaco,Current health expenditure per capita (current US$),2007,2988.306885
Moldova,Current health expenditure per capita (current US$),2007,135.4436646
Madagascar,Current health expenditure per capita (current US$),2007,19.67165375
Maldives,Current health expenditure per capita (current US$),2007,461.7489624
Middle East & North Africa,Current health expenditure per capita (current US$),2007,242.6253374
Mexico,Current health expenditure per capita (current US$),2007,542.7859497
Marshall Islands,Current health expenditure per capita (current US$),2007,517.2572021
Middle income,Current health expenditure per capita (current US$),2007,137.2664754
North Macedonia,Current health expenditure per capita (current US$),2007,265.3585815
Mali,Current health expenditure per capita (current US$),2007,30.45609093
Malta,Current health expenditure per capita (current US$),2007,1596.123169
Myanmar,Current health expenditure per capita (current US$),2007,7.3990736009999996
Middle East & North Africa (excluding high income),Current health expenditure per capita (current US$),2007,148.1009456
Montenegro,Current health expenditure per capita (current US$),2007,NA
Mongolia,Current health expenditure per capita (current US$),2007,66.5925293
Northern Mariana Islands,Current health expenditure per capita (current US$),2007,NA
Mozambique,Current health expenditure per capita (current US$),2007,23.03261948
Mauritania,Current health expenditure per capita (current US$),2007,37.74172974
Mauritius,Current health expenditure per capita (current US$),2007,235.8463745
Malawi,Current health expenditure per capita (current US$),2007,24.54329491
Malaysia,Current health expenditure per capita (current US$),2007,234.3573303
North America,Current health expenditure per capita (current US$),2007,6881.97843
Namibia,Current health expenditure per capita (current US$),2007,452.7573853
New Caledonia,Current health expenditure per capita (current US$),2007,NA
Niger,Current health expenditure per capita (current US$),2007,22.26753426
Nigeria,Current health expenditure per capita (current US$),2007,70.03686523
Nicaragua,Current health expenditure per capita (current US$),2007,92.86240387
Netherlands,Current health expenditure per capita (current US$),2007,4689.932617
Norway,Current health expenditure per capita (current US$),2007,6895.560547
Nepal,Current health expenditure per capita (current US$),2007,17.51404572
Nauru,Current health expenditure per capita (current US$),2007,588.6508179
New Zealand,Current health expenditure per capita (current US$),2007,2699.345703
OECD members,Current health expenditure per capita (current US$),2007,3606.382775
Oman,Current health expenditure per capita (current US$),2007,383.400116
Other small states,Current health expenditure per capita (current US$),2007,486.9910329
Pakistan,Current health expenditure per capita (current US$),2007,29.77554131
Panama,Current health expenditure per capita (current US$),2007,427.019165
Peru,Current health expenditure per capita (current US$),2007,159.0795898
Philippines,Current health expenditure per capita (current US$),2007,65.56161499
Palau,Current health expenditure per capita (current US$),2007,955.4980469
Papua New Guinea,Current health expenditure per capita (current US$),2007,34.86532211
Poland,Current health expenditure per capita (current US$),2007,660.9246826
Pre-demographic dividend,Current health expenditure per capita (current US$),2007,49.94650336
Puerto Rico,Current health expenditure per capita (current US$),2007,NA
"Korea, Dem. Peopleâ€™s Rep.",Current health expenditure per capita (current US$),2007,NA
Portugal,Current health expenditure per capita (current US$),2007,2067.124023
Paraguay,Current health expenditure per capita (current US$),2007,124.958519
West Bank and Gaza,Current health expenditure per capita (current US$),2007,NA
